ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001127602-24-021645	2224367	Common Stock				428.6				I			
0001628280-24-034841	2223961	Class A Common Stock				168444.0				I		See Footnote	F2
0000919574-24-004273	2223743	Class A Common Stock				3142.0				D	F3	See footnote	F4
0000919574-24-004273	2223744	Class A Common Stock				19247.0				I		See footnote	F5
0000919574-24-004273	2223745	Class A Common Stock				333144.0				I			
0001415889-24-020769	2223612	Common Stock				23550.0				I		By Spouse	
0001772921-24-000043	2224609	Class A common stock, par value $0.01				345678.0				I			
0001772921-24-000043	2224608	Class A common stock, par value $0.01				594922.0				I		By Philip Singleton Irrevocable Trust, Dated December 24, 2015	
0001772921-24-000043	2224607	Class A common stock, par value $0.01				117101.0				D		By Austin Singleton Irrevocable Trust, Dated December 30, 2015	
0001437749-24-024675	2224357	Common Stock				20000.0				I		By Company C	
0001437749-24-024675	2224355	Common Stock				1001538.0				I		By Company A	
0001437749-24-024675	2224354	Common Stock				10926.0				I		By Partnership	
0001437749-24-024675	2224353	Common Stock				40363.0				I		By Spouse	
0001437749-24-024675	2224352	Common Stock				563722.0				I		By Trust	
0001437749-24-024675	2224356	Common Stock				40000.0				I		By Company B	
0001699039-24-000104	2224718	Class A Common Stock				3525000.0				I	F2, F3	See Footnotes	
0000004977-24-000145	2224232	Common Stock				3520.0				I		Spouse IRA	
0000004977-24-000145	2224234	Common Stock				908632.0				I		TTEE/Children	
0000004977-24-000145	2224233	Common Stock				941326.0				I		Partnership	
0001562180-24-005995	2224186	Common Stock				683517.0				D			
0000106640-24-000134	2223928	Common Stock				232.72				I		401(k) Stock Fund	
0000950170-24-090955	2223650	Class B Common Stock				30582.0				I		Held indirectly by 401(k) Plan	
0000950170-24-090955	2223649	Class B Common Stock				40000.0				I		Held indirectly by Rosewood Limited Partnership	
0000106640-24-000129	2223709	Common Stock				237.55				I		401(k) Stock Fund	
0000106640-24-000129	2223708	Common Stock				367.29				I		Executive Deferred Savings Plan II	
0000921895-24-001684	2223862	Common Stock	F1			1770327.0				D		By The Radoff Family Foundation	F2
0000921895-24-001684	2223863	Common Stock	F1			201841.0				I			
0001127602-24-021644	2224413	Common Stock				1000.0				I		By Son - Custodial Brokerage Account	
0001127602-24-021644	2224414	Common Stock				22460.0				I		By Trust - TUW RC Kemper For John Mariner	
0001127602-24-021644	2224416	Common Stock				290397.0				I		Held by Kemper Realty	
0001127602-24-021644	2224417	Common Stock				395989.0				I		Held by Pioneer Service Corporation	
0001127602-24-021644	2224418	Common Stock				1649504.0				I		By Trust - RC Kemper Irrevocable Trust	
0001127602-24-021644	2224412	Common Stock				2281.48				I		By Esop	
0001127602-24-021644	2224411	Common Stock				1000.0				I		By Daughter - Custodial Brokerage Account	
0001127602-24-021644	2224415	Common Stock				12558.0				I		By Trust: Mary S Hunt Trust	
0001127602-24-021643	2224193	Common Stock				1000.0				I		By Daughter - Custodial Brokerage Account	
0001127602-24-021643	2224194	Common Stock				2281.48				I		By Esop	
0001127602-24-021643	2224195	Common Stock				1000.0				I		By Son - Custodial Brokerage Account	
0001127602-24-021643	2224200	Common Stock				1649504.0				I		By Trust - RC Kemper Irrevocable Trust	
0001127602-24-021643	2224197	Common Stock				12558.0				I		By Trust: Mary S Hunt Trust	
0001127602-24-021643	2224198	Common Stock				290397.0				I		Held by Kemper Realty	
0001127602-24-021643	2224199	Common Stock				395989.0				I		Held by Pioneer Service Corporation	
0001127602-24-021643	2224196	Common Stock				22460.0				I		By Trust - TUW RC Kemper For John Mariner	
0000106640-24-000127	2224770	Common Stock				1760.03				I		401(k) Stock Fund	
0001127602-24-021642	2224724	Common Stock				2281.48				I		By Esop	
0001127602-24-021642	2224725	Common Stock				1000.0				I		By Son - Custodial Brokerage Account	
0001127602-24-021642	2224730	Common Stock				1649504.0				I		By Trust - RC Kemper Irrevocable Trust	
0001127602-24-021642	2224727	Common Stock				12558.0				I		By Trust: Mary S Hunt Trust	
0001127602-24-021642	2224728	Common Stock				290397.0				I		Held by Kemper Realty	
0001127602-24-021642	2224729	Common Stock				395989.0				I		Held by Pioneer Service Corporation	
0001127602-24-021642	2224723	Common Stock				1000.0				I		By Daughter - Custodial Brokerage Account	
0001127602-24-021642	2224726	Common Stock				22460.0				I		By Trust - TUW RC Kemper For John Mariner	
0001127602-24-021641	2224650	Common Stock				1000.0				I		By Daughter - Custodial Brokerage Account	
0001127602-24-021641	2224651	Common Stock				2281.48				I		By Esop	
0001127602-24-021641	2224652	Common Stock				1000.0				I		By Son - Custodial Brokerage Account	
0001127602-24-021641	2224657	Common Stock				1649504.0				I		By Trust - RC Kemper Irrevocable Trust	
0001127602-24-021641	2224654	Common Stock				12558.0				I		By Trust: Mary S Hunt Trust	
0001127602-24-021641	2224655	Common Stock				290397.0				I		Held by Kemper Realty	
0001127602-24-021641	2224656	Common Stock				395989.0				I		Held by Pioneer Service Corporation	
0001127602-24-021641	2224653	Common Stock				22460.0				I		By Trust - TUW RC Kemper For John Mariner	
0001127602-24-021640	2224581	Common Stock				1000.0				I		By Son - Custodial Brokerage Account	
0001127602-24-021640	2224582	Common Stock				22460.0				I		By Trust - TUW RC Kemper For John Mariner	
0001127602-24-021640	2224583	Common Stock				12558.0				I		By Trust: Mary S Hunt Trust	
0001127602-24-021640	2224584	Common Stock				290397.0				I		Held by Kemper Realty	
0001127602-24-021640	2224585	Common Stock				395989.0				I		Held by Pioneer Service Corporation	
0001127602-24-021640	2224580	Common Stock				2281.48				I		By Esop	
0001127602-24-021640	2224586	Common Stock				1649504.0				I		By Trust - RC Kemper Irrevocable Trust	
0001127602-24-021640	2224579	Common Stock				1000.0				I		By Daughter - Custodial Brokerage Account	
0001406666-24-000031	2223877	Common Stock				2239188.0				I		See Footnote	F3
0001406666-24-000031	2223878	Common Stock				13782.0				I		See Footnote	F4
0000950170-24-090938	2224083	Common Stock				45000.0				I		Emersyn Matheny Irrevocable Trust	
0001127602-24-021639	2223940	Common Stock				2281.48				I		By Esop	
0001127602-24-021639	2223941	Common Stock				1000.0				I		By Son - Custodial Brokerage Account	
0001127602-24-021639	2223942	Common Stock				22460.0				I		By Trust - TUW RC Kemper For John Mariner	
0001127602-24-021639	2223944	Common Stock				290397.0				I		Held by Kemper Realty	
0001127602-24-021639	2223945	Common Stock				395989.0				I		Held by Pioneer Service Corporation	
0001127602-24-021639	2223946	Common Stock				1649504.0				I		By Trust - RC Kemper Irrevocable Trust	
0001127602-24-021639	2223939	Common Stock				1000.0				I		By Daughter - Custodial Brokerage Account	
0001127602-24-021639	2223943	Common Stock				12558.0				I		By Trust: Mary S Hunt Trust	
0001013857-24-000170	2224201	Common stock				21869.0				D		Patricia Jones Cornerstone Trust	
0001013857-24-000170	2224203	Common stock				14339.0				I			
0001013857-24-000170	2224202	Common stock				85584.0				I		Patricia Jones Revocable Trust	
0001127602-24-021638	2223786	Common Stock				1000.0				I		By Son - Custodial Brokerage Account	
0001127602-24-021638	2223787	Common Stock				22460.0				I		By Trust - TUW RC Kemper For John Mariner	
0001127602-24-021638	2223788	Common Stock				12558.0				I		By Trust: Mary S Hunt Trust	
0001127602-24-021638	2223789	Common Stock				290397.0				I		Held by Kemper Realty	
0001127602-24-021638	2223790	Common Stock				395989.0				I		Held by Pioneer Service Corporation	
0001127602-24-021638	2223784	Common Stock				1000.0				I		By Daughter - Custodial Brokerage Account	
0001127602-24-021638	2223791	Common Stock				1649504.0				I		By Trust - RC Kemper Irrevocable Trust	
0001127602-24-021638	2223785	Common Stock				2281.48				I		By Esop	
0001944013-24-000061	2224538	Common Stock				70.0				D			
0001127602-24-021637	2224455	Common Stock				257796.22				D		By Daughter - Custodial Brokerage Account	
0001127602-24-021637	2224456	Common Stock				1000.0				I		By Esop	
0001127602-24-021637	2224457	Common Stock				2281.48				I		By Son - Custodial Brokerage Account	
0001127602-24-021637	2224462	Common Stock				395989.0				I			
0001127602-24-021637	2224459	Common Stock				22460.0				I		By Trust: Mary S Hunt Trust	
0001127602-24-021637	2224460	Common Stock				12558.0				I		Held by Kemper Realty	
0001127602-24-021637	2224461	Common Stock				290397.0				I		Held by Pioneer Service Corporation	
0001127602-24-021637	2224458	Common Stock				1000.0				I		By Trust - TUW RC Kemper For John Mariner	
0001888316-24-000051	2224631	Common Stock				4539.0				I		Childrens' Trust	F3
0001888316-24-000051	2224632	Common Stock				45453.0				I		by Spouse's Trust	F4
0001888316-24-000051	2224633	Common Stock				45453.0				I		by Trust	F4
0001062993-24-014449	2224410	Common Stock				1.0				I		401K Plan	
0001127602-24-021635	2223759	Common Stock				257796.22				D		By Daughter - Custodial Brokerage Account	
0001127602-24-021635	2223760	Common Stock				1000.0				I		By Esop	
0001127602-24-021635	2223761	Common Stock				2281.48				I		By Son - Custodial Brokerage Account	
0001127602-24-021635	2223766	Common Stock				395989.0				I			
0001127602-24-021635	2223763	Common Stock				22460.0				I		By Trust: Mary S Hunt Trust	
0001127602-24-021635	2223764	Common Stock				12558.0				I		Held by Kemper Realty	
0001127602-24-021635	2223765	Common Stock				290397.0				I		Held by Pioneer Service Corporation	
0001127602-24-021635	2223762	Common Stock				1000.0				I		By Trust - TUW RC Kemper For John Mariner	
0001739566-24-000137	2224759	Class A Common Stock				700.0				I		By Family Trust	F2
0001127602-24-021634	2223795	Common Stock				2281.48				I		By Son - Custodial Brokerage Account	
0001127602-24-021634	2223793	Common Stock				257796.22				D		By Daughter - Custodial Brokerage Account	
0001127602-24-021634	2223794	Common Stock				1000.0				I		By Esop	
0001127602-24-021634	2223800	Common Stock				395989.0				I			
0001127602-24-021634	2223796	Common Stock				1000.0				I		By Trust - TUW RC Kemper For John Mariner	
0001127602-24-021634	2223797	Common Stock				22460.0				I		By Trust: Mary S Hunt Trust	
0001127602-24-021634	2223798	Common Stock				12558.0				I		Held by Kemper Realty	
0001127602-24-021634	2223799	Common Stock				290397.0				I		Held by Pioneer Service Corporation	
0001477720-24-000064	2224303	Class A Common Stock				1078170.0				I		See footnote	F2
0000950170-24-090924	2224715	Common Stock				10292.0				D			
0001213900-24-065225	2223857	Common Stock, par value $0.001 per share				12822861.0				D			
0001289419-24-000064	2224606	Common Stock				150000.0				I		By Trust	F5
0001289419-24-000064	2224605	Common Stock				4752663.0				I		By Trust	F4
0001628280-24-034801	2224406	Common Stock				0.0				D			
0001127602-24-021631	2224612	Common Stock				78.91				I		By ESOP	
0001477720-24-000062	2224516	Class A Common Stock				2295.0				I		See footnote	F2
0001576940-24-000062	2224546	Common Stock				3611.0				D			
0001127602-24-021630	2224130	Common Stock				327.56				I		By ESOP	
0000950170-24-090915	2224649	Common Stock				975956.0				I		PS Sook Ltd.	F3
0001062993-24-014445	2224157	Common Stock				3097.0				I	F1	By 401k Retirement Plan	
0001477720-24-000060	2224213	Class A Common Stock				14583.0	F2			D		See footnote	F4
0001477720-24-000060	2224215	Class A Common Stock				520929.0				I			
0001477720-24-000060	2224214	Class A Common Stock				9684.0	F3			D			
0001520006-24-000169	2223531	Common Stock				104477.0	F4, F3, F2, F1			D			
0001520006-24-000168	2224225	Common Stock				43995.0	F4			I		See footnote	F11
0001520006-24-000168	2224226	Common Stock				70528.0	F4			I		See footnote	F12
0001520006-24-000168	2224227	Common Stock				70528.0	F4			I		See footnote	F13
0001520006-24-000168	2224228	Common Stock				83137.0	F4			I		See footnote	F14
0001520006-24-000168	2224229	Common Stock				83137.0	F4			I		See footnote	F15
0001520006-24-000168	2224231	Common Stock				198400.0	F4			I		See footnote	F17
0001520006-24-000168	2224219	Common Stock				482659.0	F4, F3			I		See footnote	F5
0001520006-24-000168	2224220	Common Stock				446915.0	F4, F3			I		See footnote	F6
0001520006-24-000168	2224221	Common Stock				1105913.0	F4			I		See footnote	F7
0001520006-24-000168	2224222	Common Stock				1347912.0	F4			I		See footnote	F8
0001520006-24-000168	2224223	Common Stock				1137182.0	F4			I		See footnote	F9
0001520006-24-000168	2224224	Common Stock				43995.0	F4			I		See footnote	F10
0001520006-24-000168	2224230	Common Stock				198400.0	F4			I		See footnote	F16
0001049782-24-000059	2223707	Common				650.0				I		IRA	
0000950170-24-090895	2223907	Common Stock				2817.0				I		By Richard Ross Stewart GST Exempt Trust	
0001049782-24-000057	2224677	Common				75000.0				I		By Paul A. Perrault GRAT #3	
0001049782-24-000057	2224676	Common				4163.0				I		By ESOP	
0001650164-24-000273	2224074	Class A Common Stock				9109.0				I		The Narang Family Trust	
0001857853-24-000082	2224301	Common Stock				333333.0				I		By Family Trust dated March 25, 2004	
0001857853-24-000082	2224302	Common Stock				48784.0				I		By Family Trust dated December 16, 2012	
0000950170-24-090888	2223947	Common Stock				18009.0				I		By Spousal Trust	
0001650164-24-000271	2223771	Class A Common Stock				78736.0				I		By the Brian R. Elworthy Irrevocable Trust of 2019	
0001225208-24-007863	2224473	Common Stock, par value $.01 per share				64.0				I		By Spouse	
0001049782-24-000055	2223952	Common				731.0				I		By IRA	
0000950170-24-090884	2224547	Class A Common Stock				64250.0	F2			I		By Husband	
0001650164-24-000269	2223756	Class A Common Stock				177500.0				I		By the Fredette Family Nominee Trust	
0001650164-24-000269	2223758	Class A Common Stock				419991.0				I		By the SHFA Family Trust	
0001650164-24-000269	2223757	Class A Common Stock				2303442.0				I		By the SHFA 2021 Nominee Trust	
0000950170-24-090880	2224746	Common Stock				3347.0				I		By Family Trust	
0000950170-24-090873	2224020	Common Stock				2006.0				I		By Martin Robin Partners, L.P.	
0001049782-24-000052	2224395	Common				2300.0				I		By The Thomas J. Hollister Trust	
0001049782-24-000052	2224394	Common				7800.0				I		By Thomas J. Hollister IRA	
0001787306-24-000116	2224254	Common Stock				24413.0				I		By Trust	F4
0001787306-24-000116	2224253	Common Stock				24413.0				I		By Trust	F3
0001787306-24-000116	2224256	Common Stock				124956.0				I		By Trust	F6
0001787306-24-000116	2224255	Common Stock				57358.0				I		By LLC	F5
0001787306-24-000115	2224239	Common Stock				24991.0				I		By Trust	F3
0000950170-24-090847	2224524	Common Stock				1386.0				I		By Wife's IRA	
0000950170-24-090847	2224523	Common Stock				3500.0				I		By Reporting Person's IRA	
0000950170-24-090847	2224522	Common Stock				1550.0				I		By Profit Sharing Plan of Reporting Person's Employer	
0000897069-24-001620	2224603	Common Stock				325382.0				I		See Footnote	F3
0000897069-24-001620	2224602	Common Stock				160263.0				I		See Footnote	F2
0000897069-24-001620	2224604	Common Stock				4000.0				I		See Footnote	F4
0000897069-24-001620	2224601	Common Stock				24201.0				I		See Footnote	F1
0001099219-24-000206	2223927	No securities beneficially owned				0.0				D			
0000006281-24-000154	2223937	Comm Stock-$.16-2/3 value				55000.0				I	F2	Vincent Roche 2023 Grantor Retained Annuity Trust	
0001415889-24-020753	2224509	Common Stock				280415.0				I		By the Robert A. Ortenzio 2014 Trust for Bryan A. Ortenzio	F2
0001415889-24-020753	2224511	Common Stock				280415.0				I		By the Robert A. Ortenzio 2014 Trust for Madeline G. Ortenzio	F2
0001415889-24-020753	2224508	Common Stock				3804805.0				I		By the Rocco A. Ortenzio Separate Exempt Descendants Trust	F2
0001415889-24-020753	2224507	Common Stock				1279000.0				I		By the Robert A. Ortenzio Descendants Trust	F2
0001415889-24-020753	2224510	Common Stock				280415.0				I		By the Robert A. Ortenzio 2014 Trust for Kevin M. Ortenzio	F2
0001099219-24-000205	2223938	Common  Stock				12265.0				D			
0001049782-24-000044	2223805	Common				231.0				I		by ESOP	
0001562180-24-005986	2224560	Series C Depositary Shares				26000.0				D			
0001562180-24-005986	2224559	Common Stock				18200.0				I		Trustee of the Michael R. Dury GRAT - 2023	
0001562180-24-005986	2224561	Series D Depositary Shares				4000.0				D			
0001104659-24-085843	2224578	Class A Common Stock				9173.0				I		By Trust	F2
0001049782-24-000041	2223636	Common				1033.0				I		By ESOP	
0001415889-24-020752	2223683	Common Stock				2634.0				I		By daughter	F2
0001415889-24-020752	2223682	Common Stock				2634.0				I		By son	F2
0001415889-24-020752	2223681	Common Stock				2634.0				I		By son	F2
0001415889-24-020752	2223684	Common Stock				2634.0				I		By son	F2
0001018724-24-000132	2224421	Common Stock, par value $.01  per share				6576.47				I		Amazon.com 401(k) plan account	
0001104659-24-085836	2223695	Class A Common Stock				50000.0				D			
0001415889-24-020751	2223643	Common Stock				45596.0				I		By Trust	F25
0001415889-24-020751	2223642	Common Stock				324518.0				I		By Trust	F24
0001415889-24-020751	2223640	Common Stock				1245.0				I		By Trust	F22
0001415889-24-020751	2223639	Common Stock				245909.0				I		By Trust	F21
0001415889-24-020751	2223638	Common Stock				166.0				I		By  Spouse	
0001415889-24-020751	2223641	Common Stock				28170.0				I		By Trust	F23
0001049782-24-000039	2223879	Common				2616.0				I		By ESOP	
0001127602-24-021606	2223696	Class B Common Stock				51591.0				I		by GRAT	
0001127602-24-021606	2223697	Class B Common Stock				195.0				I		by Retirement Plan	F2
0001999371-24-009566	2223971	Class A Common Stock				42897.0				D			
0001049782-24-000037	2224683	Common				5000.0				I		By IRA	
0000064040-24-000163	2223652	Common Stock				7398.0	F2			I		By GRAT	
0001127602-24-021596	2224684	Class B Common Stock				2870.0				I		by Retirement Plan	F3
0001531152-24-000125	2224798	Common Stock				2000.0				I		By Dependent Children	
0001049782-24-000035	2223557	Common				821.0				I		By ESOP	
0001964333-24-000309	2224098	Common Stock				1000.0				I		Shares held by McLaughlin Ryder Investments, Inc., an affiliated company	
0001049782-24-000033	2223998	Common				1623.0				I		By ESOP	
0001475115-24-000155	2224002	Class A Common Stock				75729.0				D		by Revocable Trust	F3
0001475115-24-000155	2224003	Class A Common Stock				2456.0				I			
0001475115-24-000154	2224673	Class A Common Stock				2456.0				I		by Revocable Trust	F2
0001475115-24-000154	2224674	Class A Common Stock				75729.0				I		by Spouse	F3
0001127602-24-021592	2223720	Class B Common Stock				12037.0				I		by Retirement Plan	F3
0001049782-24-000031	2224099	Common				1623.0				I		By ESOP	
0001415889-24-020745	2224610	Common Stock				1000.0				I		By spouse	
0001654954-24-009945	2224771	Common Stock, par value $.01 per share				0.0				D			
0001670541-24-000092	2224393	Ordinary Shares				475.68	F2			I		401(k) Savings Plan	
0001415889-24-020742	2223864	Class A Common Stock				131893.0				I		By Ryan Fukushima Irrevocable Family Trust	
0001437749-24-024654	2223910	Common Stock				1419.0				I		By ESOP	
0001127602-24-021588	2224624	Common Stock, $.25 Par Value				44608.0				I		By Corporation	F3
0000950170-24-090764	2224448	Common Stock				186.0				I		By reporting person as UTMA custodian for son	
0000950170-24-090764	2224449	Common Stock				186.0				I		By reporting person as UTMA custodian for daughter	
0000950170-24-090759	2224425	Common Stock				1000.0				I		Uniform Transfer to Minors Account	F4
0000950170-24-090759	2224423	Common Stock				220816.0				I		By Trust	F2
0000950170-24-090759	2224424	Common Stock				7895115.0				I		By Trust	F3
0000950170-24-090759	2224426	Common Stock				1000.0				I		Uniform Transfer to Minors Account	F4
0001049782-24-000029	2223748	Common				1191.0				I		By ESOP	
0001057352-24-000109	2224112	Common Stock, par value $0.01 per share				37223.0	F1			D			
0001225208-24-007828	2223960	Common Stock				4002.37	F4			I		Lockheed Martin Salaried Savings Plan	
0001057352-24-000108	2224016	Common Stock, par value $0.01 per share				46000.0				I		By Harwood Road, LLC	
0001213900-24-065190	2223615	Common Stock, par value $0.01 per share				1335.0				D			
0000009984-24-000104	2223782	Common Stock				36990.0	F3			I		J Betts DE Dir Trust (***9532)	
0000009984-24-000104	2223781	Common Stock				233674.0	F3			I		J Betts Irrev DE Dir Trust (***9505)	
0000009984-24-000104	2223780	Common Stock				45000.0	F3			I		T. Barnes 2021 CLAT	
0000009984-24-000104	2223779	Common Stock				146900.0	F3			I		M. Barnes 2021 SLAT	
0000009984-24-000104	2223778	Common Stock				154300.0	F3			I		T. Barnes 2021 SLAT	
0000009984-24-000104	2223777	Common Stock				2149.85	F3			I		As custodian for my son Z. Barnes	
0000009984-24-000104	2223776	Common Stock				2191.98	F3			I		As custodian for my daughter M. Barnes	
0000009984-24-000104	2223775	Common Stock				2324.23	F3			I		As custodian for my son P. Barnes	
0000009984-24-000104	2223774	Common Stock				2421.55	F3			I		As custodian for my daughter H. Barnes	
0000009984-24-000104	2223773	Common Stock				120.97	F3			I		By my wife	
0001977249-24-000076	2223916	Common Stock				192.0				I		By 401(k) Plan	
0001127602-24-021583	2223896	Class B Common Stock				19702.0				I		Marni Spencer 2024 GRAT	
0001127602-24-021583	2223894	Class B Common Stock				26265.0				I		Marc Daniel Miller 2024 GRAT	
0001127602-24-021583	2223881	Class B Common Stock				83252.0				I		AMK 2014 LLC as held           by Alan B. Miller	
0001127602-24-021583	2223882	Class B Common Stock				16748.0				I		AMK 2014 LLC held by           The Abby Danielle Miller           2002 Trust	
0001127602-24-021583	2223883	Class B Common Stock				55763.0				I		By The Abby Miller King           2011 Family Trust	
0001127602-24-021583	2223884	Class B Common Stock				175993.0				I		MDM 2014 LLC as held           by Alan B. Miller	
0001127602-24-021583	2223885	Class B Common Stock				24007.0				I		MDM 2014 LLC held by           The Marc Daniel Miller           2002 Trust	
0001127602-24-021583	2223886	Class B Common Stock				83252.0				I		MS 2014 LLC as held by           Alan B. Miller	
0001127602-24-021583	2223887	Class B Common Stock				16748.0				I		MS 2014 LLC held by           The Marni Spencer 2002           Trust	
0001127602-24-021583	2223888	Class B Common Stock				8623.0				I		The Alan and Jill Miller           Foundation	F2
0001127602-24-021583	2223889	Class B Common Stock				59900.0				I		The Marc Daniel Miller           2011 Family Trust	
0001127602-24-021583	2223890	Class B Common Stock				55763.0				I		The Marni Spencer 2011           Family Trust	
0001127602-24-021583	2223891	Class B Common Stock				17672.0				I		Abby Miller King 2023 GRAT	
0001127602-24-021583	2223892	Class B Common Stock				19702.0				I		Abby Miller King 2024 GRAT	
0001127602-24-021583	2223893	Class B Common Stock				23565.0				I		Marc Daniel Miller 2023 GRAT	
0001127602-24-021583	2223895	Class B Common Stock				17672.0				I		Marni Spencer 2023 GRAT	
0000950170-24-090742	2224114	Common Stock, par value $0.01 per share				389261.0				I		By John McDowell Engquist Investment Trust	
0001649094-24-000043	2224572	Common Stock				478888.0				D			
0000950170-24-090738	2223564	Common Stock				4600.0				I		By IRA	
0000950170-24-090738	2223563	Common Stock				1713.0				I		By ESOP	
0001529274-24-000171	2224378	Common Stock				40013.0	F1			D			
0000950170-24-090728	2224236	Class A Common Stock				393268.0				I		By Cogo Fund 2020, LLC	F7
0000950170-24-090728	2224235	Class A Common Stock				100.0				I		By son	
0000950170-24-090721	2224680	Common Stock				5435.0	F10			I		By Trust	
0001883850-24-000040	2223873	Common Stock				174.0				I		By 401(k) Plan	
0001127602-24-021581	2223755	Common Stock				10000.0				I		Held By Spouse	
0001127602-24-021581	2223754	Common Stock				2250.0				I		By Trust	
0001127602-24-021581	2223753	Common Stock				750.0				I		By Trust	
0001127602-24-021581	2223752	Common Stock				230.0	F4			I		by Trust	
0001127602-24-021581	2223751	Common Stock				20000.0	F3			I		2024 GRAT	
0001127602-24-021581	2223750	Common Stock				9793.0	F2			I		2023 GRAT	
0001127602-24-021581	2223749	Common Stock				7580.0				I		2022 GRAT	
0001562180-24-005979	2224787	Class A Common Stock				8266666.0	F6			D		See Footnote	F7
0001562180-24-005979	2224786	Class A Common Stock				444444.0				I		See Footnote	F5
0001562180-24-005979	2224788	Class A Common Stock				716728.0				I			
0001127602-24-021579	2224822	Common Stock				47857.0				I		By Trust	F3
0001127602-24-021578	2224747	Common Stock				1165.62				I		401(K) ESOP	
0001127602-24-021578	2224748	Common Stock				1711.82				I		By 401(K)/ISOP	
0001225208-24-007824	2224389	Common Stock				47187.0				D			
0001225208-24-007823	2223792	Common Stock				19741.79	F1			D			
0001415889-24-020727	2224392	Common Stock, par value $0.01 per share				7864.0				D			
0000950170-24-090660	2223995	Common Stock				11595.0				I		As Trustee of The Michael Berman Revocable Trust	
0001437749-24-024634	2223686	Cyanotech Corporation Common Stock				31250.0				I		By self as co-trustee for the Nyracai Davis Irr. Trust and the Nettizanne J. Davis Irr. Trust	
0001437749-24-024634	2223687	Cyanotech Corporation Common Stock				150000.0				I		By self as trustee for Nettizanne Johnstone Davis GST Exempt Trust	
0001437749-24-024634	2223688	Cyanotech Corporation Common Stock				58000.0				I		By self as trustee for Nyracai Johnstone Davis GST Exempt Trust	
0001437749-24-024634	2223685	Cyanotech Corporation Common Stock				12119.0				D		By Spouse	
0001437749-24-024634	2223689	Cyanotech Corporation Common Stock				58789.0				I			
0001415889-24-020726	2223664	Common Stock				4385.09	F1			I		401(k)	
0000950103-24-011681	2224060	Common Stock				5494.0				D		By Appointive Trust	
0000950103-24-011681	2224061	Common Stock				80.0				I			
0001437749-24-024628	2223865	Common Stock				14522.0				I		401k/ESOP-FBO Philip Poindexter	
0001850778-24-000007	2224137	Common Stock				359.0				I		Held in F&M Bank Corp. Employee Stock Ownership Plan	
0000897077-24-000100	2224054	Common Stock				1759.0				D			
0000034782-24-000106	2224823	Common Stock				5493.0	F1			I		By 401(k)	
0001127602-24-021573	2224372	Common Shares, $5.00 par value				23453.0	F3			I		401k Plan	
0002032710-24-000002	2224344	Common				6787.0				D			
0001214659-24-013789	2224548	Common Stock				1623.0	F6, F5			I		Deferred Compensation Interest	
0001765814-24-000013	2223911	Common Stock				10000.0				I		IRA	
0001014100-24-000040	2224086	Common Stock				82.7				I		By spouse as UTMA custodian for son	
0001014100-24-000040	2224087	Common Stock				898.01				I		By 401(k) plan	
0000939057-24-000199	2224752	Common Stock				7775.0				I			
0000939057-24-000199	2224751	Common Stock				1591.0				D		By ESOP	
0001214659-24-013786	2223826	Common Stock				1000.0				I		By Trust	
0001214659-24-013786	2223825	Common Stock				6582.0	F1			I		Deferred Compensation Interest	
0000950170-24-090555	2223740	Common Stock				1694.84				I		401 (k) Plan	
0000950170-24-090555	2223739	Common Stock				20.0				I		Custodial account	
0001127602-24-021561	2223871	Common Stock				919.51				I		by 401(k)/ISOP	
0001127602-24-021561	2223872	Common Stock				3505.35				I		by ESOP	
0000950170-24-090522	2223968	Common Stock				1246.0				I		By spouse	
0000905729-24-000128	2224479	Common Stock				9366.5	F1			I		Joint Trust	
0001493152-24-030207	2223905	Common Stock				537069.0				D	F5, F6, F2, F3		
0001493152-24-030207	2223906	8.00% Cumulative Preferred Stock, Series A, $25.00 par value				10000.0				D			
0001510281-24-000406	2224773	Common Stock				1381252.0				I		-	
0001214659-24-013772	2223840	Common Stock				15082.0				I		Deferred Compensation Interest	
0000950170-24-090446	2224034	Common Stock				3000000.0				I		As CEO of MAK Champion Investment, LLC	
0000950170-24-090442	2223584	Common Stock				34516.0				I		As Trustee for the Robinette Family Trust	
0001127602-24-021551	2223594	Common Stock				651619.0				I		By Avanti Holdings, LLC	F3
0001562180-24-005962	2224642	Common Stock				2150.0				D			
0000950170-24-090408	2224504	Common Stock				151030.0				I		By Farhad F Ebrahimi Roth IRA	
0000950170-24-090408	2224503	Common Stock				72542.0				I		By Elstead 2020 GRAT	
0000950170-24-090408	2224501	Common Stock				779780.0				I		By Infinity Trusts Investment LLC	
0000950170-24-090408	2224500	Common Stock				1168308.0				I		Shiraz Capital LLC	
0000950170-24-090408	2224502	Common Stock				66560.0				I		By Havana 2020 GRAT	
0001415889-24-020710	2223874	Common Stock				831600.0				I		Voting or Investment Control	F2
0000039311-24-000071	2224341	Common Stock				3903.0				D			
